mt20Id,url,title,genre_hint,genre_norm,is_musical,공연기간,공연장소,공연시간,관람연령,티켓가격,출연진,창작자,제작진,주최·주관,기획·제작,최종수정
PF171942,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171942,집짓는 아기돼지 삼형제 [인천],뮤지컬,뮤지컬,True,2021.03.06(토) ~ 2021.03.28(일),아띠홀,"금요일(16:00) / 토요일 ~ 일요일(13:00,15:00)",전체 관람가,"전석 20,000원",해당정보 없음,,해당정보 없음,아띠홀(주최),해당정보 없음,2021.03.02
PF171945,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171945,아기돼지삼형제: 우주탐사편 [안산],뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.03.28(일),NC소극장 [안산고잔],"토요일 ~ 일요일(12:00,14:00)",전체 관람가,"전석 18,000원",해당정보 없음,,해당정보 없음,드리미(주최),해당정보 없음,2021.03.10
PF171948,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171948,꼬마버스 타요,뮤지컬,뮤지컬,True,2021.04.02(금) ~ 2021.04.18(일),올림픽공원 우리금융아트홀(역도경기장),"금요일(14:00,19:30) / 토요일 ~ 일요일(11:00,16:00)",전체 관람가,"R석 55,000원 / S석 45,000원",해당정보 없음,,"오재익, 안영은, 권용기 등",(주)아이코닉스(주최),(주)이에스생활문화 (ES생활문화)(기획),2021.08.05
PF171949,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171949,겁쟁이빌리 시즌2 [수원],뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.04.11(일),광교레이크아트홀,"토요일 ~ 일요일(12:00,14:00)",전체 관람가,"전석 30,000원",해당정보 없음,,해당정보 없음,해당정보 없음,극단 크레파스(제작),2021.03.24
PF171959,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171959,피노키오 [의정부],뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.02.27(토),우리소극장 [의정부],"토요일(12:00,14:00,16:00)",전체 관람가,"전석 10,900원",해당정보 없음,,해당정보 없음,해당정보 없음,극단 상상마당컴퍼니(의정부 우리소극장)(제작),2022.07.07
PF171979,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171979,소가 된 게으름뱅이 [울산],뮤지컬,뮤지컬,True,2021.03.06(토) ~ 2021.04.24(토),레미어린이극장 [울산진장],"토요일 ~ 일요일(12:00,14:00) / *공연 없는 날 : 3월 28일 (4차주 일요일), 평일",전체 관람가,"전석 12,000원","김영춘, 오하영, 김영은, 신예진, 이영재, 이태호",,"김영춘, 신예진, 박신호",극단 레미.레오(주최·주관),극단 지니(기획·제작),2021.08.11
PF171989,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171989,창문넘어 어렴풋이,뮤지컬,뮤지컬,True,2021.03.12(금) ~ 2021.03.12(금),밀양아리랑아트센터 대공연장,금요일(19:30),만 7세 이상,"R석 20,000원 / S석 15,000원","한희도, 엄태형, 권혁선, 서찬양, 최병철, 박수야",,해당정보 없음,(재)밀양문화관광재단(주최·주관),해당정보 없음,2021.03.03
PF172077,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172077,"신비아파트 시즌4, 비명동산의 초대장 [광주]",뮤지컬,뮤지컬,True,2021.04.24(토) ~ 2021.04.25(일),5.18기념문화센터 민주홀,"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00,16:00)",24개월 이상,"1층석 60,000원 / 2층석 50,000원",해당정보 없음,,"김영욱, 김철현, 윤성민 등",(주)CJ ENM(주관) / DS뮤지컬컴퍼니(주관) / 동그라미 그리기(주최),(주)CJ ENM(제작) / DS뮤지컬컴퍼니(제작),2021.08.19
PF172082,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172082,"신비아파트 시즌4, 비명동산의 초대장 [창원]",뮤지컬,뮤지컬,True,2021.04.17(토) ~ 2021.04.18(일),KBS홀 [창원],"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00,16:00)",24개월 이상,"1층석 60,000원 / 2층석 50,000원",해당정보 없음,,"김영욱, 김철현, 윤성민 등",(주)CJ ENM(주관) / DS뮤지컬컴퍼니(주관) / 동그라미 그리기(주최),(주)CJ ENM(제작) / DS뮤지컬컴퍼니(제작),2021.08.19
PF172083,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172083,두들팝 [여수],뮤지컬,뮤지컬,True,2021.04.29(목) ~ 2021.05.08(토),GS칼텍스 예울마루 소극장,"화요일(11:00,14:00) / 수요일(11:00,14:00,17:00) / 목요일 ~ 금요일(11:00,14:00) / 토요일 ~ 일요일(11:00,14:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,GS칼텍스 예울마루(주최),GS칼텍스 예울마루(기획),2021.03.04
PF172098,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172098,겨울왕국: 겨울이야기 시즌2 [순천],뮤지컬,뮤지컬,True,2021.03.27(토) ~ 2021.03.27(토),순천문화예술회관 대극장,"토요일(11:00,14:00,16:00)",24개월 이상,"R석 44,000원 / S석 33,000원","권기중, 이영록, 이민식, 장문수, 차은영, 최아정, 김수린 등",,해당정보 없음,률엔터테인먼트(주관) / 아트컴퍼니(주최),해당정보 없음,2021.08.04
PF172100,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172100,레이디버그,뮤지컬,뮤지컬,True,2021.04.09(금) ~ 2021.05.09(일),예림당아트홀,"금요일(14:00,19:30) / 토요일 ~ 일요일(11:00,14:00,16:30) / 공휴일(11:00,14:00,16:30) / *공휴일(어린이날) 11:00 , 14:00 , 16:30",전체 관람가,"R석 45,000원 / S석 35,000원",해당정보 없음,,해당정보 없음,(주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트)(주최),(주)이에스생활문화 (ES생활문화)(기획),2021.08.12
PF172103,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172103,로미오와 줄리엣 [대학로],뮤지컬,뮤지컬,True,2021.04.01(목) ~ 2022.12.25(일),명작극장 (구. 아츠플레이씨어터),토요일 ~ 일요일(17:00) / 공휴일(17:00),만 7세 이상,"R석 50,000원 / S석 40,000원","최반석, 김로아, 이광호, 여수빈, 유한솔, 이정인, 변혜림 등",,"서미영, 이상은, 신연지 등",케이뮤지컬컴퍼니(주최·주관),해당정보 없음,2023.02.01
PF172107,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172107,매화 1910,뮤지컬,뮤지컬,True,2021.03.16(화) ~ 2021.04.30(금),세븐파이프홀,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00)",만 7세 이상,"전석 30,000원","이지성, 최승별, 김보람, 김시진, 석현준, 최용준, 김민형 등",,"장준호, 지예림, 김수정 등",vow company(주최·주관) / 엠제이(MJ)컴퍼니(주최·주관),해당정보 없음,2021.08.12
PF172132,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172132,알라딘과 자스민공주 [고양],뮤지컬,뮤지컬,True,2021.05.15(토) ~ 2021.05.16(일),고양어울림누리 별모래극장,"토요일 ~ 일요일(11:00,14:00,16:00)",24개월 이상,"전석 44,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 구윤희, 고승미 등",,"이광열, 김효석, 조재은 등",해당정보 없음,극단 예일(제작),2021.08.20
PF172133,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172133,알라딘과 자스민공주 [하남],뮤지컬,뮤지컬,True,2021.05.29(토) ~ 2021.05.30(일),하남문화예술회관 검단홀(대극장),"토요일(11:00,14:00,16:00) / 일요일(11:00,14:00)",24개월 이상,"R석 44,000원 / S석 33,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 구윤희, 고승미 등",,"이광열, 김효석, 조재은 등",해당정보 없음,극단 예일(제작),2021.08.20
PF172135,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172135,앤 (ANNE) [안산],뮤지컬,뮤지컬,True,2021.04.01(목) ~ 2021.04.04(일),안산문화예술의전당 달맞이극장,"목요일 ~ 금요일(20:00) / 토요일 ~ 일요일(14:30,18:30)",만 5세 이상,"전석 50,000원","송영미, 홍나현, 조은진, 송나영, 안상은, 송영미, 조혜령 등",,"최현미, 박기태, 이상하 등",해당정보 없음,극단 걸판(제작) / 지피뮤지컬(기획),2021.08.23
PF172136,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172136,렛잇고2 [창원],뮤지컬,뮤지컬,True,2021.05.08(토) ~ 2021.05.09(일),성산아트홀 소극장,"토요일(11:00,14:00,16:00) / 일요일(11:00,13:30,15:30)",24개월 이상,"R석 44,000원 / S석 33,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 고승미, 구윤희 등",,"이광열, 김효석, 조재은 등",극단 예일(주최·주관),해당정보 없음,2021.08.12
PF172143,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172143,겨울왕국: 겨울이야기 시즌2 [인천],뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.03.20(토),부평아트센터 해누리극장,"토요일(11:00,14:00,16:00)",24개월 이상,"1층석 44,000원 / 2층석 33,000원","권기중, 이영록, 이민식, 장문수, 차은영, 최아정, 김수린 등",,해당정보 없음,률엔터테인먼트(주관) / 아트컴퍼니(주최),해당정보 없음,2021.08.04
PF172145,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172145,신데렐라 [대학로],뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2023.04.30(일),명작극장 (구. 아츠플레이씨어터),"토요일 ~ 일요일(14:00) / 공휴일(14:00) / 5.5 / 5.19 13시 공연 / <2022년> / *1/31, 2/2 공연있음",24개월 이상,"R석 30,000원 / S석 24,000원",해당정보 없음,,해당정보 없음,명작극장(주최·주관),해당정보 없음,2023.02.27
PF172150,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172150,렛잇고2 [김해],뮤지컬,뮤지컬,True,2021.05.01(토) ~ 2021.05.02(일),김해문화의전당 누리홀,"토요일(11:00,14:00,16:00) / 일요일(11:00,13:30,15:30)",24개월 이상,"전석 44,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 구윤희, 정민 등",,"이광열, 김효석, 조재은 등",극단 예일(주최·주관),해당정보 없음,2021.08.12
PF172158,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172158,온에어: 비밀계약,뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.04.18(일),광림아트센터 BBCH홀,월요일 ~ 금요일(19:30) / 토요일 ~ 일요일(19:30) / * 4.17(토) 17시 / 4.18(일) 14시 공연,만 13세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원 / 온에어석 30,000원","려욱, 이진혁, 강승식, 홍주찬, 산다라박, 전예지 등",,"신정화, 유성모, 김현희 등",해당정보 없음,(주)신스웨이브(기획·제작),2021.08.23
PF172171,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172171,네네네,뮤지컬,뮤지컬,True,2021.03.26(금) ~ 2021.03.28(일),강동아트센터 소극장 드림,"금요일(11:00) / 토요일 ~ 일요일(11:00,14:00)",36개월 이상,"전석 30,000원","성경철, 고은결, 김평온 emd",,"엄동열, 김민정, 김준성 등",(주)문화공작소 상상마루(주최),해당정보 없음,2021.08.30
PF172187,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172187,루카스,뮤지컬,뮤지컬,True,2021.04.05(월) ~ 2021.06.26(토),광야아트센터,"월요일 ~ 화요일(19:30) / 목요일 ~ 금요일(19:30) / 토요일(13:00,17:00) / * 6.9(수) 14시 공연",만 7세 이상,"전석 30,000원","권한나, 권혜은, 김남주, 김재광, 김정후, 박종수, 방미연 등",,"김수경, 김종천, 김태석 등",해당정보 없음,광야아트미니스트리(기획·제작) / 아티스컴퍼니 (문화동행 아티스)(기획·제작),2021.04.19
PF172211,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172211,겨울왕국: 겨울이야기 [평택 남부],뮤지컬,뮤지컬,True,2021.04.17(토) ~ 2021.04.17(토),평택시남부문예회관 대공연장,"토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,J엔터컴(주관) / 극단 해미소(주최),해당정보 없음,2021.03.19
PF172218,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172218,엄마 까투리: 먹구렁이와 생일파티 [부산],뮤지컬,뮤지컬,True,2021.04.24(토) ~ 2021.04.25(일),KBS홀 [부산],"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"VIP석 55,000원 / R석 45,000원",해당정보 없음,,"김종해, 안영은, 전상헌 등",(주) 화랑엔터테인먼트(극단 화랑)(주최·주관),해당정보 없음,2021.08.23
PF172233,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172233,알라딘과 자스민공주 [성남],뮤지컬,뮤지컬,True,2021.05.22(토) ~ 2021.05.23(일),성남아트센터 오페라하우스,"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"C석 44,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 구윤희, 고승미 등",,"이광열, 김효석, 조재은 등",해당정보 없음,극단 예일(제작),2021.08.20
PF172238,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172238,엄마 까투리: 먹구렁이와 생일파티 [대구],뮤지컬,뮤지컬,True,2021.05.08(토) ~ 2021.05.09(일),아양아트센터 아양홀,"토요일 ~ 일요일(11:00,14:00,16:00)",20개월 이상,"VIP석 55,000원 / R석 50,000원",해당정보 없음,,"김종해, 안영은, 전상헌 등",극단 나눔(주최·주관),해당정보 없음,2021.08.23
PF172254,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172254,캣츠 40주년 내한공연 [전주],뮤지컬,뮤지컬,True,2021.04.16(금) ~ 2021.04.18(일),한국소리문화의전당 모악당,"금요일(19:30) / 토요일 ~ 일요일(14:00,19:00)",만 7세 이상,"VIP석 160,000원 / R석 130,000원 / S석 90,000원 / A석 60,000원","조아나 암필, 앨리스 배트, 헤이든 바움 등",,"트레버 넌, 질리언 린, 존 내피어 등",(주)공연마루(주관) / (주)장터미디어(주관) / (학)우석학원(주최) / 한국소리문화의전당(주최),The Really Useful Group(제작) / 에스앤코(S&CO)(제작),2021.04.08
PF172256,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172256,캣츠 40주년 내한공연 [천안],뮤지컬,뮤지컬,True,2021.04.09(금) ~ 2021.04.11(일),천안예술의전당 대공연장,"금요일(19:30) / 토요일 ~ 일요일(14:00,19:00)",만 8세 이상,"VIP석 160,000원 / R석 130,000원 / S석 90,000원 / A석 60,000원","조아나 암필, 앨리스 배트, 헤이든 바움 등",,"트레버 넌, 질리언 린, 존 내피어 등",(재) 천안문화재단(천안예술의전당)(주최) / (주)공연마루(주관) / 지오엠미디어(주관),The Really Useful Group(제작) / 에스앤코(S&CO)(제작),2021.03.22
PF172259,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172259,캣츠 40주년 내한공연 [청주］,뮤지컬,뮤지컬,True,2021.04.30(금) ~ 2021.05.02(일),청주예술의전당 대공연장,"금요일(19:30) / 토요일 ~ 일요일(14:00,19:00)",전체 관람가,"VIP석 160,000원 / R석 130,000원 / S석 90,000원 / A석 60,000원","조아나 암필, 앨리스 배트, 헤이든 바움 등",,"트레버 넌, 질리언 린, 존 내피어 등",(주)공연마루(주최·주관) / 지오엠미디어(주최·주관),The Really Useful Group(제작) / 에스앤코(S&CO)(제작),2021.07.20
PF172266,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172266,초콜릿하우스 [밀양],뮤지컬,뮤지컬,True,2021.03.26(금) ~ 2021.03.26(금),밀양아리랑아트센터 대공연장,금요일(19:30),만 7세 이상,"R석 20,000원 / S석 15,000원","김성탁, 김성미, 신기주, 이상혁",,해당정보 없음,(재)밀양문화관광재단(주최·주관),해당정보 없음,2021.03.10
PF172339,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172339,드래곤 하이,뮤지컬,뮤지컬,True,2021.05.01(토) ~ 2021.06.20(일),국립중앙박물관 극장 용,"화요일 ~ 금요일(14:00) / 토요일 ~ 일요일(11:00,14:00) / * 5월 5일(수), 5월 19일(수): 11시, 14시",24개월 이상,"VIP석 66,000원 / R석 55,000원 / S석 44,000원 / A석 33,000원","강산하, 김승환, 정선경, 배혜진, 박경주, 김혜경, 남유하 등",,해당정보 없음,(유)브러쉬씨어터(주최·주관) / (재)국립박물관문화재단(주최·주관),(유)브러쉬씨어터(제작),2021.08.09
PF172343,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172343,용화향도,뮤지컬,뮤지컬,True,2021.03.30(화) ~ 2021.11.27(토),경주세계문화엑스포 문화센터공연장,화요일 ~ 금요일(19:00) / 토요일(19:00),만 6세 이상,"전석 20,000원","김도하, 김욱헌, 정영일, 이덕재, 한성, 김성일, 최지수 등",,"오세혁, 이현정, 이승우 등",(재)국립정동극장(주최) / 경주세계문화엑스포(주최),(재)국립정동극장(기획·제작),2021.08.23
PF172344,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172344,맨오브라만차,뮤지컬,뮤지컬,True,2021.03.24(수) ~ 2021.05.16(일),충무아트센터 대극장,"화요일 ~ 금요일(19:30) / 토요일(14:00,19:00) / 일요일(14:00) / 공휴일(14:00,19:00)",만 13세 이상,"VIP석(화,수,목) 140,000원 / R석(화,수,목) 120,000원 / S석(화,수,목) 90,000원 / A석(화,수,목) 60,000원 / VIP석 (금,토,일,공휴일) 150,000원 / R석 (금,토,일,공휴일) 130,000원 / S석 (금,토,일,공휴일) 100,000원 / A석 (금,토,일,공휴일) 70,000원","류정한, 조승우, 윤공주, 김지현, 최수진, 이훈진, 정원영 등",,"신춘수, 김문정, 안정하 등",해당정보 없음,(주)오디컴퍼니(ODCOMPANY)(제작) / TBC(제작) / TJB 대전방송(제작) / 롯데엔터테인먼트(제작),2023.07.10
PF172347,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172347,백설공주 [보령],뮤지컬,뮤지컬,True,2021.04.24(토) ~ 2021.04.24(토),보령문화예술회관 대공연장,"토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,J엔터컴(주관) / 극단 바투(주최),해당정보 없음,2021.03.19
PF172348,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF172348,토끼와 자라 [창원],뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.05.09(일),창원과학체험관 다목적강당,"토요일 ~ 일요일(11:00,13:00) / 공휴일(11:00,13:00,15:00)",전체 관람가,"전석 25,000원",해당정보 없음,,해당정보 없음,(주)예술공장(주최·주관) / 청년테이블(주관),해당정보 없음,2021.07.22
